fileNumber,time,latitude,longitude,pres,temp,psal,doxy,turbidity,chla,nitrate,model_temp,model_salt
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,260.0,11.399,35.119,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,261.96,11.298,35.107,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,264.0,11.21,35.097,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,266.08,11.143,35.087,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,268.04,11.067,35.079,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,270.0,11.015,35.069,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,271.96,10.978,35.067,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,273.92,10.912,35.058,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,276.0,10.83,35.05,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,277.96,10.802,35.044,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,280.0,10.78,35.041,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,282.0,10.764,35.039,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,284.04,10.742,35.037,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,286.0,10.725,35.034,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,288.04,10.717,35.033,,,,,11.489788,35.102665
3902687,2025-08-09 01:13:45+00:00,5.27922,0.17762,290.04,10.702,35.032,,,,,11.489788,35.102665
